site.name,depth,age,age.old,age.young,date.type,calendar.ybp,lat,long,dataset,AMBROSIA,APIACEAE,ARTEMISIA,ASTERCICHO,ASTERX,CHENOAMX,CUPRESSA,CYPERACE,ERIOGONUM,FABACEAE,LAMIACEAE,Other,PINUSX,POACEAE,POLYPOD,QUERCUS,SELAGINE,ABIES,ACNEGUNA,ACSACRUM,ALNUSX,ARCEUTHOBI,BETULA,BRASSICACEAE,CARYA,CASTANEA,CORYLUS,EPHEDRA,FRAXNIGR,FRAXPNAM,IVA,JUGLANSX,JUGNIGRA,LARIXPSEU,MYRICACX,OSTRYCAR,PICEAX,PLANTAGINX,PLATANUS,POLYGONAX,POPULUS,ROSACEAX,RUMEX,SALIX,SARCOBATUS,THALICTRUM,TILIA,TSUGAX,ULMUS,URTICACX,XANTHIUM,ACERX,ALRUGOSA,CARYOPHYLL,ERICACEX,EUPHORB,FAGUS,FRAXINUX,NYSSA,RUBIACEAE,SANGUI,SHEPHERDIA,LILIACEAE,ONAGRACEAE,POLYGONMX,RANUNCUL,BORAGINACEAE,CORNUS,TAXUS,CACTACEAE,CAMPANULACEA,RHAMNACEAE,CAPRIFOLIA,POLEMONI,SCROPHUL,CHRYSOLEP,TSUGMERT,ACRUBRUM,MALVACEAE,PEDICULARI,RUBUS,ALNUS,LIQUIDAM,ACSACNUM,RUMEOXYR,ERIVACCI,ELAEAGNX,PROSOPIS,DRYAS,DODECATH,TSUGHETE,POLYGVIV,POLYGBIS,ERICALES,TAXODIUM,AQUIFOLI,ACPENSYL,ARMERIA,PICMARIA,ALRUBRA,pollensum,ambrosia.proportion,artemisia.proportion,ambtoart,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
Mallard Pond,939,370,552,217,Calibrated radiocarbon years BP,370,51.287795,-101.32475,15140,0,0,33,0,9,6,0,38,0,0,0,39,82,32,0,13,0,0,0,0,11,0,143,0,0,0,2,0,0,0,0,0,0,0,0,0,95,0,0,0,31,0,0,8,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,1.00E-05,0.060329068,0.000165758,5.4,BOREAL PLAIN,5,NORTHERN FORESTS,5.4  BOREAL PLAIN,5  NORTHERN FORESTS,7681115.445,6.88274E+11
Mallard Pond,949,450,644,281,Calibrated radiocarbon years BP,450,51.287795,-101.32475,15140,0,0,45,0,17,7,16,69,0,0,0,31,88.5,39,0,22,0,0,0,0,7,0,116,0,0,0,2,0,0,0,0,0,0,0,0,0,40.5,0,0,0,37,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,1.00E-05,0.082720588,0.000120889,5.4,BOREAL PLAIN,5,NORTHERN FORESTS,5.4  BOREAL PLAIN,5  NORTHERN FORESTS,7681115.445,6.88274E+11
George Lake,105,275,NA,NA,Calendar years BP,275,44.2329,-93.87066,15245,23,0,31,0,31,37,3,30,0,4,0,30,60,68,0,122,0,0,0,3,10,0,25,0,6,0,1,0,3,5,1,1,5,0,0,4,0,0,0,0,0,1,0,6,0,6,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0.04315197,0.058161351,0.741935484,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Albert Lea Lake,164,317,NA,NA,Calendar years BP,317,43.65255,-93.284,15248,1,0,4,0,4,13,0,20,0,0,0,306,7,65,0,24,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0.002169197,0.00867679,0.25,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Ozawindib Lake,19.3,252,384,148,Calibrated radiocarbon years BP,252,47.22823,-95.27284,15252,11,0,16,0,6,2,2,8,0,0,0,82,215,22,0,25,1,2,1,3,23,0,42,0,0,0,6,0,6,0,0,0,0,4,0,14,9,0,0,0,8,0,0,10,0,3,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0.020833333,0.03030303,0.6875,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,19.8,259,393,152,Calibrated radiocarbon years BP,259,47.22823,-95.27284,15252,4,1,13,0,3,3,0,10,0,1,0,101,236,19,1,21,0,1,1,0,23,0,34,0,0,0,4,0,6,1,0,0,0,2,0,14,4,0,0,0,5,0,1,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0.007662835,0.024904215,0.307692308,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,20.3,266,402,158,Calibrated radiocarbon years BP,266,47.22823,-95.27284,15252,15,0,10,0,10,6,4,6,0,0,0,91,291,10,1,37,0,5,0,1,25,0,65,0,2,0,4,0,3,0,0,0,0,2,0,18,7,0,0,0,8,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0.023771791,0.015847861,1.5,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,20.8,273,410,163,Calibrated radiocarbon years BP,273,47.22823,-95.27284,15252,8,0,12,0,3,0,0,8,0,0,0,53,224,21,0,27,0,0,0,2,19,0,65,0,0,0,2,0,3,2,0,1,0,0,0,19,6,0,0,0,6,1,0,3,0,1,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0.016194332,0.024291498,0.666666667,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,21.3,281,419,168,Calibrated radiocarbon years BP,281,47.22823,-95.27284,15252,12,0,10,0,2,3,1,7,0,0,0,75,193,12,0,32,0,3,1,0,16,0,58,0,0,0,2,0,3,1,0,0,1,2,0,10,8,0,0,0,6,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0.025641026,0.021367521,1.2,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,21.8,288,429,172,Calibrated radiocarbon years BP,288,47.22823,-95.27284,15252,11,0,12,0,7,4,0,2,0,0,0,65,237,9,0,23,0,1,0,1,25,0,59,0,0,0,3,0,4,3,0,0,0,1,0,18,4,0,1,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0.022177419,0.024193548,0.916666667,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,22.3,295,438,178,Calibrated radiocarbon years BP,295,47.22823,-95.27284,15252,6,0,14,15,7,9,0,0,0,1,0,113,251,9,0,38,0,1,0,1,30,0,47,0,0,0,4,0,4,1,0,0,0,5,0,12,8,0,0,0,5,1,1,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0.010118044,0.023608769,0.428571429,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,25.8,347,507,217,Calibrated radiocarbon years BP,347,47.22823,-95.27284,15252,5,0,8,0,4,0,1,7,0,0,0,34,160,7,2,13,0,1,0,0,12,0,42,0,0,0,2,0,2,0,0,0,0,0,0,7,1,0,0,0,8,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0.015432099,0.024691358,0.625,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,30.3,413,586,271,Calibrated radiocarbon years BP,413,47.22823,-95.27284,15252,8,0,10,0,2,1,0,4,0,4,0,58,244,14,1,24,0,2,0,3,11,0,77,0,1,0,3,0,10,3,0,0,0,4,0,8,7,0,0,0,51,0,1,6,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0.014184397,0.017730496,0.8,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Ozawindib Lake,35.8,495,681,338,Calibrated radiocarbon years BP,495,47.22823,-95.27284,15252,8,0,8,0,3,4,4,8,0,0,0,27,156,6,1,10,1,3,2,0,11,0,33,0,0,0,3,0,3,1,0,0,0,2,0,6,7,0,0,0,5,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0.02507837,0.02507837,1,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Little Horseshoe Lake,100,256,NA,NA,Calendar years BP,256,45.590765,-93.06903,15254,10,0,8,0,7,3,2,23,0,1,0,21.5,142,76,4,108,0,0.5,0,2,4,0,33,0,0,0,2,0,6,1,0,0,0,1,0,11,6,0,4,0,10,0,0,5,2,2,0,0,6,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0.019011407,0.015209125,1.25,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Little Horseshoe Lake,120,313,NA,NA,Calendar years BP,313,45.590765,-93.06903,15254,3,1,10,0,2,3,7,24,0,0,0,15,98.5,97,2,157,0,1.5,0,6,2,0,39,0,0,0,3,0,9,2,0,0,0,0,0,10,2.5,0,2,0,5,0,0,3,0,1,2,0,11,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.5,0.005479452,0.01826484,0.3,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Cora Lake,100,282,NA,NA,Calendar years BP,282,46.165285,-95.32412,15256,15,0,29.5,0,8,3,0,14,0,2,0,16.5,33.5,71,0,51,0,0,0,1.5,1,0,19,0,0,0,4,0,0,0,1,0,0,0,0,7,0.5,0,1,0,1,0,0,2,1,1,1,0,5,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,0.050420168,0.099159664,0.508474576,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Cora Lake,120,345,NA,NA,Calendar years BP,345,46.165285,-95.32412,15256,20,2,50,0,19,6,7,39,0,3,0,36,36.5,90,0,37,0,2,0,2,3,0,30,0,0,0,3,0,5,0,0,0,0,1,0,10,1,0,2,0,21,1,0,5,1,1,0,1.5,8,3,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0.043010753,0.107526882,0.4,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Cora Lake,138,401,NA,NA,Calendar years BP,401,46.165285,-95.32412,15256,22,0,28,0,13,4,0,17,0,3.5,0,28,16,74,0,30,0,0,0,1.5,1,0,13,0,0,0,2,0,1,1,0,0,0,0,0,6,0.5,0,0,0,1,0,0,2,0,0,1,0,3,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.5,0.078431373,0.099821747,0.785714286,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Jones Lake,40,275,NA,NA,Calendar years BP,275,45.428085,-93.981475,15274,19,0,30,0,7,6,4,28,0,2,0,18,102,58,0,121,0,0,2,0,23,0,29,0,1,0,2,0,2,1,0,0,1,1,0,6,2,0,1,0,1,0,0,2,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0.039256198,0.061983471,0.633333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Jones Lake,50,347,NA,NA,Calendar years BP,347,45.428085,-93.981475,15274,28,0,0,0,14,8,1,30,0,1,0,27,74,80,2,150,0,0,0,1,13,0,35,0,0,0,3,0,0,0,2,2,1,0,0,10,1,0,2,0,0,0,0,0,0,0,1,1,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0.055776892,1.00E-05,5577.689243,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Jones Lake,60,419,NA,NA,Calendar years BP,419,45.428085,-93.981475,15274,16,0,36,0,17,6,0,23,0,0,0,13,125,45,1,116,0,0,0,1,16,0,15,0,1,0,2,0,1,1,1,3,2,0,0,17,1,0,0,0,0,0,0,2,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0.033970276,0.076433121,0.444444444,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Jones Lake,70,491,NA,NA,Calendar years BP,491,45.428085,-93.981475,15274,24,0,65,0,15,5,3,20,0,4,0,22,88,110,1,153,0,0,2,1,20,0,32,0,1,0,4,0,1,1,1,0,0,0,0,13,1,0,0,0,0,0,0,8,2,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0.038709677,0.10483871,0.369230769,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Williams Lake,26,353,795,63,Calibrated radiocarbon years BP,353,46.95391,-94.66923,15281,5,1,5,0,0,3,1,8,0,1,0,3,537,6,1,21,0,13,0,0,23,1,88,0,0,0,7,0,0,1,0,0,0,5,0,7,20,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0.006535948,0.006535948,1,5.2,MIXED WOOD SHIELD,5,NORTHERN FORESTS,5.2  MIXED WOOD SHIELD,5  NORTHERN FORESTS,5338397.843,2.48955E+11
Long Lake,867,286,408,181,Calibrated radiocarbon years BP,286,44.988845,-93.556405,15294,10,0,6,0,3,4,3,19,0,0,0,78,36,46,6,156,0,0,0,1,9,0,22,0,5,0,4,0,0,0,0,0,0,2,0,57,0,0,1,0,9,0,0,2,1,1,11,4,27,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0.018726592,0.011235955,1.666666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Long Lake,885,446,561,325,Calibrated radiocarbon years BP,446,44.988845,-93.556405,15294,17,0,6,0,6,4,8,13,0,0,0,26,41.5,32,3,215,0,0,0,1,4,0,4,0,3,0,2,0,0,0,1,2,0,0,0,23,0.5,0,0,0,21,0,0,3,0,0,5,0,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0.037610619,0.013274336,2.833333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Emrick Lake,60,274,482,103,Calibrated radiocarbon years BP,274,43.800155,-89.59428,15302,6,0,4,0,9,2,0,4,0,0,0,33,78,14,0,79,0,0,0,0,4,0,8,0,6,0,4,0,0,0,0,0,0,2,0,5,0,0,0,0,6,0,0,0,0,0,0,4,2,2,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0.021126761,0.014084507,1.5,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Emrick Lake,70,329,548,145,Calibrated radiocarbon years BP,329,43.800155,-89.59428,15302,3,0,4,0,7,0,1,4,0,0,0,14,49,18,0,74,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,5,6,0,5,0,0,0,0,5,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0.013333333,0.017777778,0.75,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Emrick Lake,80,383,602,187,Calibrated radiocarbon years BP,383,43.800155,-89.59428,15302,3,0,4,0,8,1,2,2,0,0,0,24,56,11,0,92,0,2,0,0,2,0,13,0,3,0,1,0,0,0,0,1,0,8,0,4,0,0,0,0,5,0,0,0,0,0,1,1,5,0,0,7,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0.01119403,0.014925373,0.75,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Emrick Lake,88,425,644,226,Calibrated radiocarbon years BP,425,43.800155,-89.59428,15302,10,0,7,0,8,4,7,5,0,0,0,25,55,10,0,95,0,0,0,0,10,0,5,0,3,0,0,0,0,0,0,3,0,2,1,1,2,0,0,0,3,0,0,4,0,0,0,4,10,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0.035460993,0.024822695,1.428571429,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Emrick Lake,98,478,698,274,Calibrated radiocarbon years BP,478,43.800155,-89.59428,15302,7,0,6,0,8,0,0,4,0,0,0,10,84,10,0,99,0,0,0,0,7,0,13,0,5,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,4,0,0,3,0,0,0,11,10,0,0,8,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0.022292994,0.01910828,1.166666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Wolsfeld Woods Marsh,22,252,369,160,Calibrated radiocarbon years BP,252,45.00373,-93.574555,15318,14,0,17,1,13,6,1,416,0,5,0,68,112.5,20,15,231,0,1,1,3,1,0,5,0,10,0,5,0,1,0,3,0,0,0,0,129,7.5,0,2,2,0,4,0,6,1,1,40,0,22,2,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0.01187447,0.014418999,0.823529412,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Wolsfeld Woods Marsh,25,297,424,194,Calibrated radiocarbon years BP,297,45.00373,-93.574555,15318,19,1,16,0,5,16,0,420.5,0,0,1,90,48,29,2,332,0,0,0,4.5,1,0,5,0,3,0,2,1,1,1,0,0,0,0,0,24,5.5,0,1,0,0,6,0,3,1,1,14,0,8,7,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.5,0.017699115,0.014904518,1.1875,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Wolsfeld Woods Marsh,30,372,519,250,Calibrated radiocarbon years BP,372,45.00373,-93.574555,15318,19,0,6,0,7,26,0,116,0,0,0,69,24.5,37,1,270,0,0,0,0,2,0,7,0,1,0,7,0,0,0,0,0,0,0,0,5,5,0,2,0,0,1,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.5,0.030719483,0.009700889,3.166666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Wolsfeld Woods Marsh,32,402,552,273,Calibrated radiocarbon years BP,402,45.00373,-93.574555,15318,24,2,5,0,3,64,0,165,0,0,1,72,49,46,3,215,0,0,1,1,0,0,16,0,0,0,3,0,1,0,1,0,0,0,0,7,1.5,1,1,0,0,3,0,0,0,1,0,2.5,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0.034482759,0.007183908,4.8,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Wolsfeld Woods Marsh,35,447,602,311,Calibrated radiocarbon years BP,447,45.00373,-93.574555,15318,13,1,14,0,9,5,0,51,0,0,0,33,26.5,20,0,232,0,0,0,2,0,0,12,0,0,0,4,0,0,5,0,0,0,0,0,5,2,0,3,0,0,0,0,6,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.5,0.028792913,0.031007752,0.928571429,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Deep Lake,40,381,792,104,Calibrated radiocarbon years BP,381,47.683805,-95.398395,15403,8,0,22,0,1,4,2,4,0,1,0,11,601,17,0,33,0,26,0,1,3,0,130,0,0,0,6,0,5,4,0,0,0,8,0,13,31,0,0,0,1,1,0,2,0,0,0,0,13,0,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0.008205128,0.022564103,0.363636364,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
