site.name,depth,age,age.old,age.young,date.type,calendar.ybp,lat,long,dataset,AMBROSIA,APIACEAE,ARTEMISIA,ASTERCICHO,ASTERX,CHENOAMX,CUPRESSA,CYPERACE,ERIOGONUM,FABACEAE,LAMIACEAE,Other,PINUSX,POACEAE,POLYPOD,QUERCUS,SELAGINE,ABIES,ACNEGUNA,ACSACRUM,ALNUSX,ARCEUTHOBI,BETULA,BRASSICACEAE,CARYA,CASTANEA,CORYLUS,EPHEDRA,FRAXNIGR,FRAXPNAM,IVA,JUGLANSX,JUGNIGRA,LARIXPSEU,MYRICACX,OSTRYCAR,PICEAX,PLANTAGINX,PLATANUS,POLYGONAX,POPULUS,ROSACEAX,RUMEX,SALIX,SARCOBATUS,THALICTRUM,TILIA,TSUGAX,ULMUS,URTICACX,XANTHIUM,ACERX,ALRUGOSA,CARYOPHYLL,ERICACEX,EUPHORB,FAGUS,FRAXINUX,NYSSA,RUBIACEAE,SANGUI,SHEPHERDIA,LILIACEAE,ONAGRACEAE,POLYGONMX,RANUNCUL,BORAGINACEAE,CORNUS,TAXUS,CACTACEAE,CAMPANULACEA,RHAMNACEAE,CAPRIFOLIA,POLEMONI,SCROPHUL,CHRYSOLEP,TSUGMERT,ACRUBRUM,MALVACEAE,PEDICULARI,RUBUS,ALNUS,LIQUIDAM,ACSACNUM,RUMEOXYR,ERIVACCI,ELAEAGNX,PROSOPIS,DRYAS,DODECATH,TSUGHETE,POLYGVIV,POLYGBIS,ERICALES,TAXODIUM,AQUIFOLI,ACPENSYL,ARMERIA,PICMARIA,ALRUBRA,pollensum,ambrosia.proportion,artemisia.proportion,ambtoart,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
Spectacle Lake,60,189,NA,NA,Radiocarbon years BP,250.3266866,45.572222,-93.408333,2585,9,0,11,0,4,2,0,5,0,0,0,10,164,7,2,57,0,0,1,2,24,0,27,0,1,0,5,0,0,2,0,0,0,11,0,17,3,0,0,0,3,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0.023809524,0.029100529,0.818181818,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Spectacle Lake,70,223,NA,NA,Radiocarbon years BP,289.2819947,45.572222,-93.408333,2585,8,0,9,0,0,1,0,6,0,0,0,6,145,6,2,79,0,0,0,2,20,0,45,0,3,0,3,0,1,1,1,3,0,3,0,14,0,0,0,0,3,0,0,0,0,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0.021447721,0.024128686,0.888888889,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Spectacle Lake,80,257,NA,NA,Radiocarbon years BP,328.2373028,45.572222,-93.408333,2585,21,0,16,0,5,0,5,12,0,0,0,9,209,9,9,101,0,1,1,2,42,0,54,0,1,0,6,0,4,0,0,2,2,0,0,19,1,0,0,0,5,0,0,3,0,0,5,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0.037701975,0.028725314,1.3125,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Spectacle Lake,90,291,NA,NA,Radiocarbon years BP,367.1926108,45.572222,-93.408333,2585,12,0,8,0,4,0,0,5,0,0,0,8,166,5,0,106,0,1,0,4,16,0,46,0,0,0,4,0,3,2,0,1,0,8,0,10,4,0,0,0,5,0,0,3,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0.027906977,0.018604651,1.5,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Spectacle Lake,100,325,NA,NA,Radiocarbon years BP,406.1479189,45.572222,-93.408333,2585,16,0,14,0,3,0,2,13,0,0,0,7,213,0,3,162,0,0,0,0,14,0,38,0,0,0,5,0,5,5,0,2,0,7,0,18,3,0,1,0,2,1,0,2,0,0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0.02919708,0.025547445,1.142857143,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Spectacle Lake,110,359,NA,NA,Radiocarbon years BP,445.103227,45.572222,-93.408333,2585,15,0,8,0,4,1,2,12,0,0,0,7,160,11,2,113,0,2,0,1,21,0,35,0,2,0,4,0,1,0,1,2,0,8,0,10,3,0,0,0,3,0,0,2,1,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0.033936652,0.018099548,1.875,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
St. Catherines Lake,80,189,NA,NA,Radiocarbon years BP,250.3266866,44.626875,-93.43352,2600,30,1,19,0,10,3,1,20,0,0,0,13,42,31,0,225,0,0,2,2,3,0,14,0,2,0,12,0,2,0,1,2,1,0,0,8,0,0,0,0,0,0,0,5,1,0,5,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0.063829787,0.040425532,1.578947368,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
St. Catherines Lake,90,215,NA,NA,Radiocarbon years BP,280.1160398,44.626875,-93.43352,2600,31,0,21,0,7,2,0,15,0,0,0,17,42,18,3,207,0,0,0,2,8,0,14,0,2,0,6,0,2,0,2,1,2,1,0,8,1,0,0,0,0,0,0,1,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0.072599532,0.049180328,1.476190476,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
St. Catherines Lake,100,241,NA,NA,Radiocarbon years BP,309.9053931,44.626875,-93.43352,2600,43,0,19,0,5,4,2,18,0,1,0,15,61,40,0,200,0,0,0,2,7,0,15,0,3,0,8,1,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,2,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0.092077088,0.040685225,2.263157895,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
St. Catherines Lake,110,266,NA,NA,Radiocarbon years BP,338.549002,44.626875,-93.43352,2600,29,0,15,0,10,6,1,34,0,1,0,18,80,40,0,155,0,0,1,2,15,0,28,0,3,0,2,0,3,0,1,1,1,0,0,11,6,0,3,0,1,0,0,1,2,0,3,4,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0.059793814,0.030927835,1.933333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Stone Lake,40,238,NA,NA,Radiocarbon years BP,306.46816,45.4,-93.522222,2605,26,0,15,0,6,3,0,40,0,0,0,29,103,56,2,170,0,0,0,1,18,0,31,0,0,0,1,1,4,1,0,1,0,1,0,3,3,0,0,0,0,0,0,0,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0.04887218,0.028195489,1.733333333,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Stone Lake,50,302,NA,NA,Radiocarbon years BP,379.7957988,45.4,-93.522222,2605,16,1,22,0,6,11,0,145,0,1,0,35,89,66,0,187,0,1,0,1,16,0,28,0,2,0,4,0,1,1,0,0,0,3,0,11,1,0,0,0,0,0,1,3,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0.023988006,0.032983508,0.727272727,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Stone Lake,60,365,NA,NA,Radiocarbon years BP,451.9776931,45.4,-93.522222,2605,17,0,20,0,13,6,1,13,0,0,0,17,115,34,1,150,0,0,0,1,12,0,37,0,2,0,4,1,0,0,0,3,0,0,0,9,1,0,0,0,0,0,0,0,0,1,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0.035714286,0.042016807,0.85,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Stone Lake Tamarack Swamp,45,202,NA,NA,Radiocarbon years BP,265.2213632,44.891667,-93.691667,2607,13,1,6,0,2,1,1,92,0,0,0,7,29,8,1,113,0,0,0,3,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,4,1,0,2,0,0,1,0,9,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0.042207792,0.019480519,2.166666667,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Sunfish Lake,70,215,NA,NA,Radiocarbon years BP,280.1160398,44.874722,-93.1,2613,29,0,19,0,5,3,5,28,0,1,0,126,97,24,2,141,0,2,0,2,6,0,29,0,5,0,4,0,1,0,2,1,1,2,0,2,3,0,1,0,0,0,0,1,1,1,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0.051878354,0.033989267,1.526315789,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Sunfish Lake,80,248,NA,NA,Radiocarbon years BP,317.9256036,44.874722,-93.1,2613,16,0,19,0,4,7,1,18,0,0,0,29,104,50,0,393,0,1,0,1,11,0,43,0,1,0,4,0,3,0,0,0,2,1,0,7,1,0,0,0,0,0,0,2,0,2,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0.021828104,0.025920873,0.842105263,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Sunfish Lake,90,281,NA,NA,Radiocarbon years BP,355.7351673,44.874722,-93.1,2613,16,0,10,0,7,3,4,12,0,0,0,24,63,29,0,207,0,0,0,0,10,0,17,0,0,0,3,0,2,2,0,0,1,0,0,6,4,0,1,0,2,0,0,2,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0.036781609,0.022988506,1.6,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Sunfish Lake,100,314,NA,NA,Radiocarbon years BP,393.544731,44.874722,-93.1,2613,12,0,11,0,7,3,3,28,0,0,0,20,86,42,1,236,0,0,1,3,11,0,28,0,1,0,2,0,2,0,1,1,1,1,0,5,0,0,2,0,0,0,0,2,2,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0.022770398,0.020872865,1.090909091,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Sunfish Lake,110,346,NA,NA,Radiocarbon years BP,430.2085504,44.874722,-93.1,2613,14,0,18,0,6,4,1,31,0,3,0,27,74,38,1,186,0,1,0,0,8,0,18,0,2,0,4,0,0,3,1,2,0,0,0,3,1,0,2,0,1,1,0,2,0,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0.030237581,0.03887689,0.777777778,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Sunfish Lake,120,379,NA,NA,Radiocarbon years BP,468.0181141,44.874722,-93.1,2613,15,0,11,0,6,5,5,32,0,0,0,55,76,39,1,183,0,1,1,1,17,0,15,0,0,0,2,0,5,3,1,2,0,0,0,10,1,0,0,0,0,0,0,2,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0.029469548,0.021611002,1.363636364,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Swan Lake,240,335,NA,NA,Radiocarbon years BP,417.6053625,41.72106,-102.499255,2620,34,0,67,0,12,27,8,43,0,0,0,32,85,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0.095505618,0.188202247,0.507462687,9.3,WEST-CENTRAL SEMIARID PRAIRIES,9,GREAT PLAINS,9.3  WEST-CENTRAL SEMIARID PRAIRIES,9  GREAT PLAINS,9619206.409,8.17887E+11
Tamarack Creek,19,248,NA,NA,Radiocarbon years BP,317.9256036,44.15,-91.45,2624,3,0,0,0,3,1,0,101,0,0,0,0,95,8,28,40,0,0,0,0,2,0,8,0,3,0,3,0,0,0,0,1,0,43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0.008695652,1.00E-05,869.5652174,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Tamarack Creek,25,341,NA,NA,Radiocarbon years BP,424.4798286,44.15,-91.45,2624,3,0,0,0,3,0,0,94,0,0,0,0,67,9,76,20,0,2,0,0,3,0,13,0,1,0,1,0,0,0,0,0,0,61,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0.008264463,1.00E-05,826.446281,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Quallen Lake [Terhell Pond],50,192,NA,NA,Radiocarbon years BP,253.7639197,47.19324,-95.786645,2638,9,0,11,0,3,2,1,10,0,0,0,17,87,13,0,62,0,3,0,0,11,0,63,0,1,0,11,0,6,2,0,0,0,0,0,50,9,0,0,0,1,0,0,2,1,1,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0.02189781,0.02676399,0.818181818,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Quallen Lake [Terhell Pond],60,273,NA,NA,Radiocarbon years BP,346.5692124,47.19324,-95.786645,2638,8,1,17,0,3,1,0,8,0,0,0,12,86,15,0,67,0,0,0,2,8,0,100,0,0,0,10,0,1,0,0,0,0,1,0,25,8,0,0,0,9,0,0,4,1,1,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0.019047619,0.04047619,0.470588235,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Quallen Lake [Terhell Pond],70,354,NA,NA,Radiocarbon years BP,439.3745052,47.19324,-95.786645,2638,6,0,19,0,5,5,1,15,0,0,0,15,98,17,0,62,0,0,0,1,3,0,77,0,1,0,9,0,5,1,0,0,0,3,0,29,14,0,0,0,23,0,0,1,1,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0.013856813,0.043879908,0.315789474,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Thompson Pond,30,294,NA,NA,Radiocarbon years BP,370.6298439,47.19482,-96.09332,2640,15,0,33,0,21,6,0,35,0,1,0,42,53,73,0,36,0,0,0,0,10,0,44,0,0,0,9,0,0,0,0,0,0,0,0,11,7,0,0,0,2,0,0,7,2,1,2,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0.035629454,0.078384798,0.454545455,9.2,TEMPERATE PRAIRIES,9,GREAT PLAINS,9.2  TEMPERATE PRAIRIES,9  GREAT PLAINS,12510738.52,7.51238E+11
Toboggan Lake,20,376,NA,NA,Radiocarbon years BP,464.5808811,50.815305,-114.59946,2647,0,0,2,0,3,1,1,5,0,1,0,14,188,13,0,0,0,2,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,50,0,0,0,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1.00E-05,0.006451613,0.00155,5.4,BOREAL PLAIN,5,NORTHERN FORESTS,5.4  BOREAL PLAIN,5  NORTHERN FORESTS,7681115.445,6.88274E+11
Toenjes Lake,110,195,NA,NA,Radiocarbon years BP,257.2011527,45.40895,-93.981715,2648,41,1,26,0,16,5,2,7,0,1,0,21,113,37,2,112,0,0,2,1,8,0,34,0,1,0,6,0,0,1,1,0,0,3,0,7,3,0,0,0,0,0,1,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0.088937093,0.056399132,1.576923077,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Toenjes Lake,120,214,NA,NA,Radiocarbon years BP,278.9702955,45.40895,-93.981715,2648,48,0,28,0,13,8,5,21,0,2,0,26,106,51,0,130,0,0,1,1,20,0,23,0,0,0,5,0,3,1,1,1,1,0,0,17,2,0,0,0,0,0,0,2,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0.090909091,0.053030303,1.714285714,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Toenjes Lake,130,233,NA,NA,Radiocarbon years BP,300.7394382,45.40895,-93.981715,2648,33,0,41,0,0,7,5,32,0,0,0,39,141,96,0,132,0,0,0,1,13,0,34,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,2,1,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0.053745928,0.066775244,0.804878049,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Toenjes Lake,140,252,NA,NA,Radiocarbon years BP,322.508581,45.40895,-93.981715,2648,16,0,20,2,11,7,1,15,0,0,0,26,104,67,0,134,0,0,0,0,17,0,21,0,1,0,4,0,0,3,0,0,1,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0.033755274,0.042194093,0.8,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Toenjes Lake,150,271,NA,NA,Radiocarbon years BP,344.2777237,45.40895,-93.981715,2648,23,0,35,1,17,6,0,11,0,0,0,26,79,88,0,146,0,0,0,0,18,0,38,0,1,0,2,0,2,0,1,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0.044660194,0.067961165,0.657142857,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Toenjes Lake,160,290,NA,NA,Radiocarbon years BP,366.0468665,45.40895,-93.981715,2648,2,0,38,0,19,10,2,29,0,0,0,26,110,69,1,133,0,0,0,0,10,0,27,0,1,0,5,0,3,3,0,2,0,0,0,8,0,1,1,0,1,0,0,8,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0.003853565,0.073217726,0.052631579,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Toenjes Lake,170,310,NA,NA,Radiocarbon years BP,388.9617536,45.40895,-93.981715,2648,24,0,55,0,13,12,3,17,0,4,0,13,101,73,0,155,0,2,0,0,18,0,36,0,0,0,8,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0.043165468,0.098920863,0.436363636,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
Twin Lakes,110,193,NA,NA,Radiocarbon years BP,254.909664,45.848889,-93.167778,2881,5,0,9,0,5,4,0,16,0,0,0,27,164,15,1,59,0,1,0,0,36,0,48,0,0,0,2,0,2,1,0,0,0,3,0,4,1,0,1,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0.012106538,0.021791768,0.555555556,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,3190053.609,1.30088E+11
