".id","site.name","depth","age","age.old","age.young","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","SPHAGNUM","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","EQUISETU","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","LYCOPODX","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","PTERIDIUM","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","ERIOGONUM","TAXODIUM","CACTACEAE","LARREA","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","ANACARDI","TAXUS","optional"
"26333","Snake Pond",NA,-62,NA,NA,1,41.470265,-102.18229,26333,NA,NA,71,NA,12,6,NA,NA,52,19,21,NA,NA,NA,4,NA,NA,NA,1,NA,NA,69,78,6,4,1,NA,NA,6,NA,NA,2,2,1,NA,NA,3,NA,3,2,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,3,NA,NA,NA,4,1,NA,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"26371","Ibis Pond",NA,-62,NA,NA,1,36.389075,-102.66887,26371,NA,NA,16,NA,4,90,NA,NA,186,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,67,24,8,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"40","Hanover",0,NA,NA,NA,NA,42.27,-90.28,40,NA,NA,97,NA,NA,18,NA,3,11,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,9,38,NA,NA,88,NA,NA,37,NA,NA,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"48","Clinton",0,NA,NA,NA,NA,43.68,-90.73,48,NA,NA,48,NA,NA,5,9,11,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,6,8,NA,NA,63,NA,NA,79,NA,NA,NA,16,NA,NA,NA,2,NA,NA,NA,NA,NA,5,1,NA,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"99","Site 29 (Swain unpublished)",0,NA,NA,NA,NA,46.15,-90.63,99,NA,NA,11,NA,2,NA,68,NA,3,8,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,158,NA,1,NA,NA,NA,4,NA,NA,2,6,4,13,NA,6,NA,NA,1,14,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"902","GMM077",0,NA,NA,NA,NA,54.5,-112.75,902,NA,NA,NA,NA,7,2,140,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,132,NA,NA,9,NA,1,NA,NA,NA,13,NA,2,37,NA,200,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2534","Station 99 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,50.42,-101,2534,NA,NA,NA,NA,172,104,55,NA,112,1,34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,13,155,1,NA,149,NA,NA,28,NA,NA,60,3,NA,39,NA,51,NA,NA,15,NA,3,NA,1,2,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2684","Altoona",0,NA,NA,NA,NA,44.819444,-91.443333,2684,NA,NA,79,NA,3,1,25,4,6,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,92,NA,NA,22,NA,NA,85,NA,NA,2,11,2,28,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3533","Pogonia Bog Pond",0,NA,NA,NA,NA,45.03503,-93.6305,3533,NA,7,47,NA,3,6,24,NA,2,14,13,NA,NA,1,NA,NA,1,NA,NA,NA,24,76,13,1,2,30,NA,359,64,NA,NA,9,80,NA,3,7,NA,2,NA,13,NA,1,NA,1,NA,NA,1,NA,5,1,NA,NA,NA,1,NA,49,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3764","Stations 77-81 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,53.75,-102.67,3764,NA,NA,NA,1,18,10,74,NA,39,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,199,NA,NA,167,NA,NA,3,NA,NA,31,5,NA,60,NA,172,NA,NA,7,NA,1,3,2,5,1,1,NA,NA,NA,NA,NA,4,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"10403","Julius Bog",NA,NA,NA,NA,NA,49.9683,-96.24795,10403,NA,NA,NA,2,106,36,145,NA,11,NA,4,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,401,NA,NA,15,NA,NA,2,NA,NA,8,NA,9,104,NA,109,1,NA,NA,NA,NA,NA,11,4,2,2,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,355,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14233","Cottonwood Lake",NA,-34,NA,NA,1,42.91363,-101.67625,14233,NA,NA,30,NA,45,3,NA,NA,89,38,38,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40,66,NA,NA,35,NA,NA,13,NA,NA,50,3,NA,NA,1,0.5,NA,2,4,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14250","Elbow Lake",NA,-35,NA,NA,1,47.893725,-98.73735,14250,NA,NA,32,NA,65,5,5,NA,63,7,26,NA,1,NA,NA,NA,NA,NA,NA,NA,1,48,36,NA,NA,84,NA,NA,23,NA,NA,4,9,NA,NA,9,4,NA,7,6,NA,3,NA,2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14425","Legion Lake",NA,-34,NA,NA,1,43.76049,-103.462515,14425,NA,NA,7,NA,41.5,7,23.5,NA,38,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,358,NA,NA,48,NA,2,16,NA,NA,1,1,NA,1,2,1,5,1,3,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,3,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14444","Hazelden Lake",NA,-35,NA,NA,1,45.520265,-97.44916,14444,NA,NA,107,NA,35,7,NA,NA,72,6,15,NA,2,NA,NA,NA,NA,NA,NA,NA,3,57,35,NA,NA,62,NA,NA,14,NA,NA,2,9,NA,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"930","GMM122",0,NA,NA,NA,NA,49.8,-112.416667,930,NA,NA,5,NA,43,3,4,NA,115,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,200,NA,NA,60,NA,1,NA,NA,NA,10,NA,NA,7,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"931","GMM123",0,NA,NA,NA,NA,50.166667,-113.5,931,NA,NA,NA,NA,35,8,NA,NA,105,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,180,NA,NA,62,NA,1,NA,NA,1,10,NA,NA,7,NA,21,1,2,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"943","Beaver Dam Lake",0,NA,NA,NA,NA,39.22,-89.97,943,NA,NA,96,1,2,4,3,8,17,NA,NA,NA,5,NA,NA,4,NA,1,NA,NA,NA,NA,2,1,3,15,NA,NA,123,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1317","JHMN34 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,48.883333,-106.8,1317,NA,NA,3,NA,91,3,2,NA,49,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,66,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1344","JHMS24 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,44.416667,-103.416667,1344,NA,NA,13,NA,214,12,NA,NA,49,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,17,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1352","JHMS31 (McAndrews and Wright 1969)",0,NA,NA,NA,NA,45.033333,-99.333333,1352,NA,NA,49,NA,16,5,NA,NA,143,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,NA,NA,112,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1700","Stewart's Dark Lake",0,NA,NA,NA,NA,45.3,-91.45,1700,2,1,108,1,6,5,70,3,12,1,6,NA,NA,7,1,NA,NA,NA,NA,NA,8,42,84,NA,1,27,NA,2,112,NA,NA,6,9,NA,NA,NA,1,4,1,11,1,NA,NA,1,1,NA,NA,1,NA,7,36,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2274","K5 (Kapp 1965]",0,NA,NA,NA,NA,37.25,-100.5,2274,NA,NA,79,NA,23,42,NA,NA,117,5,5,NA,1,NA,NA,2,NA,NA,NA,NA,NA,15,12,NA,NA,59,NA,NA,13,NA,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2277","K11 (Kapp 1965]",0,NA,NA,NA,NA,43.08,-97.37,2277,NA,NA,150,NA,1,12,1,NA,195,3,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,161,NA,NA,9,NA,NA,4,11,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2519","Stations 62-65 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,51.25,-95.08,2519,NA,NA,NA,NA,19,4,43,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,NA,NA,30,NA,NA,6,NA,NA,4,3,4,36,NA,153,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14139","Vogel Reservoir",NA,-47,NA,NA,1,47.09985,-108.341685,14139,NA,NA,3,NA,81.5,9,1,NA,197,16,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,84.5,NA,NA,76,2,NA,NA,NA,NA,2,NA,NA,1,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,7,1,NA,1,NA,NA,NA,NA,1,NA,NA,16,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14144","MW Lake",NA,-54,NA,NA,1,43.614165,-104.11841,14144,NA,NA,4,NA,48,3,NA,NA,99,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,107,NA,NA,29,NA,NA,5,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14191","Little Moreau Lake",NA,-37,NA,NA,1,45.34767,-101.092585,14191,NA,NA,29,1,62,3,NA,NA,68,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,14.5,NA,NA,45,NA,NA,31,NA,NA,3,6,NA,1,8,1,NA,NA,2,NA,NA,NA,NA,NA,1,7,NA,NA,2,3,NA,NA,NA,NA,NA,NA,9,NA,NA,2,NA,NA,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14234","White Lake",19,-34,NA,NA,1,43.04232,-100.69573,14234,NA,NA,50,NA,42,13,2,NA,146,35,131,NA,3,NA,NA,NA,NA,NA,NA,NA,1,30,95.5,NA,NA,84,NA,NA,21,NA,NA,4,2,NA,1,2,1,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,1,NA,9,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14391","Tallgrass 1 Pond",NA,-59,NA,NA,1,38.434275,-96.563565,14391,NA,NA,105,NA,4,69,NA,7,44,29,24,NA,10,NA,7,NA,NA,NA,NA,NA,NA,28,24,NA,1,42,NA,NA,85,NA,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,9,NA,13,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14393","4H Pond [Lake Bluestem]",NA,-59,NA,NA,1,38.86432,-96.90135,14393,NA,NA,154,NA,6,35,2,3,39,55,6,NA,14,NA,7,NA,NA,NA,NA,NA,NA,43,11,NA,2,72,NA,NA,54,NA,NA,5,19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,33,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14413","Greenwood Pond",NA,-59,NA,NA,1,37.93724,-96.20088,14413,NA,NA,106,NA,2,39,1,12,37,32,19,NA,9,NA,34,NA,NA,NA,NA,NA,1,27,20,NA,4,60,NA,NA,117,NA,NA,5,14,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,12,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"21710","Dudley",NA,-60,NA,NA,1,44.669125,-98.29587,21710,NA,NA,43,NA,12,10,NA,NA,24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,17.5,NA,NA,90,NA,2,2,NA,NA,5,8,NA,NA,2,1,NA,NA,NA,1,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"108","Site 38 (Swain unpublished)",0,NA,NA,NA,NA,45.3,-90.32,108,NA,NA,29,NA,NA,1,71,NA,1,3,2,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,78,NA,3,11,NA,NA,30,NA,NA,3,3,4,14,NA,3,NA,NA,4,33,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"929","GMM121",0,NA,NA,NA,NA,49.916667,-111.083333,929,NA,NA,3,NA,39,6,NA,NA,175,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,145,NA,NA,30,NA,2,NA,NA,NA,2,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"934","GMM126",0,NA,NA,NA,NA,51.166667,-114.166667,934,NA,NA,11,NA,39,13,3,NA,30,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,108,NA,NA,200,NA,NA,NA,NA,NA,64,NA,NA,8,NA,10,NA,NA,NA,NA,8,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"951","McDaniel Lake",0,NA,NA,NA,NA,37.3,-93.3,951,NA,NA,121,NA,1,18,NA,6,18,NA,4,NA,4,NA,NA,6,NA,1,NA,NA,NA,NA,2,NA,12,24,NA,NA,56,NA,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1530","Site 5 (Heide unpublished)",0,NA,NA,NA,NA,45.35,-94.02,1530,NA,NA,189,NA,6,4,21,NA,14,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,22,NA,NA,80,NA,NA,94,NA,NA,4,24,NA,5,NA,NA,NA,NA,1,NA,NA,3,10,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2077","Sand Lake Slough",0,NA,NA,NA,NA,53.345833,-105.808333,2077,NA,NA,1,NA,4,1,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,112,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3538","Pogonia Bog Pond",0,NA,NA,NA,NA,45.03503,-93.6305,3538,1,14,74,NA,9,8,39,NA,20,11,7,NA,NA,4,NA,1,NA,NA,NA,NA,20,53,12,NA,NA,65,NA,105,82,NA,NA,12,66,NA,6,7,NA,NA,1,7,NA,NA,NA,NA,NA,NA,1,NA,3,3,NA,NA,NA,1,NA,3,NA,NA,NA,7,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"3754","Stations 66-69 (Lichti-Federovich and Ritchie 1968)",0,NA,NA,NA,NA,50.83,-95.17,3754,NA,NA,NA,NA,12,16,62,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,740,NA,NA,5,NA,NA,5,NA,NA,NA,5,5,59,NA,69,NA,NA,3,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"14143","Little Thunder Reservoir",NA,-54,NA,NA,1,43.688285,-105.377655,14143,NA,NA,2,NA,81.5,3,NA,NA,29.5,11,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,49,2,NA,108,NA,NA,4,NA,NA,1,NA,NA,NA,1,0.5,NA,2,3,NA,NA,NA,NA,NA,3,3,NA,NA,23,NA,NA,1,NA,NA,NA,1,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
